3972 192 0.0 0 -40.1499232410362 58.3699314262159 1.10203169692453
3972 192 0.0 1 -50.5682262719608 50.2427402808504 1.25091386800735
3972 192 0.0 2 -62.4330995287427 34.4328690877007 1.37550008460293
3972 192 0.0 3 -71.2995146050843 12.6595321036905 1.27165589636353
3972 192 0.0 4 -74.1027230742582 1.88836343804533 0.662939871905258
3972 192 0.0 5 -74.2476399521063 7.767985628199334E-002 7.489822171383206E-002
3972 192 0.0 6 -74.2492004967593 3.940103913315223E-005 6.835196118777672E-005
3972 192 0.0 7 -74.2492050245045 1.501291689572607E-005 1.566254189082435E-006
3972 192 0.0 8 -74.2492050898174 1.492649856210303E-005 1.506582006523391E-006
3972 192 0.0 9 -74.2492050415033 1.501628257698207E-005 1.403702403525247E-006
3972 192 0.0 10 -74.2492052549968 1.502727219221482E-005 1.603821272278502E-006
3972 192 0.0 11 -74.2492052343823 1.497657609798679E-005 1.464384014127845E-006
3972 192 0.0 12 -74.2492051532060 1.489119476223157E-005 1.465644597606738E-006
3972 192 0.0 13 -74.2492049690505 1.490690519459241E-005 1.491304190173791E-006
3972 192 0.0 14 -74.2492049890523 1.503583745335474E-005 1.459493724128581E-006
3972 192 0.0 15 -74.2492052004426 1.489675254881925E-005 1.770285001665601E-006
3972 192 0.0 16 -74.2492052864527 1.508443486947931E-005 1.570514063012044E-006
3972 192 0.0 17 -74.2492051373284 1.494314703343903E-005 1.785335581996163E-006
3972 192 0.0 18 -74.2492054980870 1.504051372990927E-005 1.535549950956452E-006
3972 192 0.0 19 -74.2492053705651 1.503873360620517E-005 1.580961506074255E-006
3972 192 0.0 20 -74.2492057916193 1.496712647926818E-005 1.605423312524519E-006
