3972 192 0.0 0 -40.149879882400391 58.369957436450555 1.1020650163625412
3972 192 0.0 1 -50.567831957407066 50.242688988361920 1.2508531497511619
3972 192 0.0 2 -62.435207508756960 34.430631106835328 1.3756147117334478
3972 192 0.0 3 -71.306686223978787 12.650005632553192 1.2713960875968446
3972 192 0.0 4 -74.116990144665337 1.8733048695275929 0.66084928877705096
3972 192 0.0 5 -74.261697889957290 8.8660198861920128E-002 7.2501984561117894E-002
3972 192 0.0 6 -74.262160348612397 4.0475406844082774E-002 5.1199148016145557E-003
3972 192 0.0 7 -74.262025131817040 3.7272345375213609E-002 4.7705282312335839E-003
3972 192 0.0 8 -74.262433837003215 3.7482634185722806E-002 4.1917901699370930E-003
3972 192 0.0 9 -74.261464962050596 3.6054635625231153E-002 3.8223139982065391E-003
3972 192 0.0 10 -74.261935498686242 3.6137106351660273E-002 4.0713325819368151E-003
3972 192 0.0 11 -74.261423222698483 3.4902282854849788E-002 4.1650377048370046E-003
3972 192 0.0 12 -74.262758532775564 3.5559418490961309E-002 4.4183808906339550E-003
3972 192 0.0 13 -74.261765766125436 3.4714178515815486E-002 4.1999966441466086E-003
3972 192 0.0 14 -74.262811019128762 3.5161660114654679E-002 4.6849696177488909E-003
3972 192 0.0 15 -74.261929183904130 3.4159936843292778E-002 3.9174634775420714E-003
3972 192 0.0 16 -74.261541709060566 3.4622169370695829E-002 3.8621718343740952E-003
3972 192 0.0 17 -74.261616867997247 3.4237086586429100E-002 4.5752758364976387E-003
3972 192 0.0 18 -74.262190193885345 3.4615877010298904E-002 3.7450579712334786E-003
3972 192 0.0 19 -74.261946641966304 3.3795410329121346E-002 4.4365746324785960E-003
3972 192 0.0 20 -74.262044794875052 3.4133352759254131E-002 3.8732484008328072E-003
