3972 192 0.0 0 -40.149879882400391 58.369957436450555 1.1020650163625412
3972 192 0.0 1 -50.567678338804797 50.242832795180888 1.2508976423693063
3972 192 0.0 2 -62.433506115410722 34.432201642189021 1.3754214381127525
3972 192 0.0 3 -71.299090992093468 12.659072703362876 1.2716748013847337
3972 192 0.0 4 -74.102906748511316 1.8878841237597133 0.66294842267869569
3972 192 0.0 5 -74.250737337157886 8.1781080384128679E-002 7.5290149365461190E-002
3972 192 0.0 6 -74.249227321115427 2.5360231205451549E-002 2.5604971301191881E-003
3972 192 0.0 7 -74.249492066996766 2.2383456108217549E-002 2.3170223016713010E-003
3972 192 0.0 8 -74.249502830945573 2.1187209086835506E-002 2.0842911756311366E-003
3972 192 0.0 9 -74.250501489589482 2.0373218939607380E-002 2.1760364425098544E-003
3972 192 0.0 10 -74.250446047607070 1.9852464741280527E-002 2.4979974719130382E-003
3972 192 0.0 11 -74.250694265813394 1.9405476206698764E-002 2.1835276946440274E-003
3972 192 0.0 12 -74.251168139022298 1.8942962882628447E-002 2.2114429868835828E-003
3972 192 0.0 13 -74.250389875619462 1.8755626471964205E-002 2.1272784921642085E-003
3972 192 0.0 14 -74.250843546665365 1.8433594631686114E-002 2.2362486918865443E-003
3972 192 0.0 15 -74.251098968128062 1.8232013560291752E-002 2.1441583196697422E-003
3972 192 0.0 16 -74.251207363392368 1.7962659687995645E-002 1.9522754274348131E-003
3972 192 0.0 17 -74.251388147957414 1.7748848674922647E-002 1.9670779237870306E-003
3972 192 0.0 18 -74.251261607612506 1.7766862536820058E-002 2.1108826925022584E-003
3972 192 0.0 19 -74.250577217883460 1.7432442301235914E-002 2.0350300509690555E-003
3972 192 0.0 20 -74.251184280147896 1.7308314250306007E-002 2.0194587992037327E-003
