# (NREP) (blocks in K SZV) (blocks in K DZVP) (smdim SZV blocks) (smdim DZVP blocks) (blocks in SM SZV) (block in SM DZVP) (nz in Sm SZV) (nz in SM DZVP)
1      1024          1024   32  32           1024  1024  33662 539946
1      1024          1024   32  32           1024  1024 33662 539946
2      23936         65536  90  256          4322 65536 83830 23633584
3      80802         578556 90  679          3936 363543 80510 59367937
4      191616     1506912   90  755          3936 288751 80512 50992621
5      374350     2946450   90  755          3936 262475 80512 49847417
6      646992     5088384   90  755          3936 262017 80512  49840603
7      1027530        8084608      90  754          3936 261652 80510 49766002
